,animal_id,animal_name,experiment_id,sex,gene,age,plane_of_section,treatment
929,71185709,05-2925,72103807,Male,Npy1r,56.0,coronal,ISH
930,71185709,05-2925,72103808,Male,Cds1,56.0,coronal,ISH
931,101493,04-0304,544899,Male,Atxn10,56.0,coronal,ISH
932,69454420,05-1399,70231303,Male,Mpped1,56.0,coronal,ISH
933,702803,2357,1381,Male,Mki67,56.0,coronal,ISH
934,702777,2328,2561,Male,Sfn,56.0,coronal,ISH
935,702589,2054,1140,Male,Zfand5,56.0,coronal,ISH
936,101538,04-0315,544902,Male,Tecr,56.0,coronal,ISH
937,69466176,05-1418,70231306,Male,Cbln2,56.0,coronal,ISH
938,69466176,05-1418,70231307,Male,Cdh24,56.0,coronal,ISH
939,72587,04-0167,248335,Male,Paqr4,56.0,coronal,ISH
940,72587,04-0167,276274,Male,Senp2,56.0,coronal,ISH
941,702811,2367,1633,Male,Sh2b3,56.0,coronal,ISH
942,702811,2367,2367,Male,Lat,56.0,coronal,ISH
943,702811,2367,2226,Male,Fnta,56.0,coronal,ISH
944,702811,2367,1571,Male,Slc20a1,56.0,coronal,ISH
945,702811,2367,1555,Male,Nfib,56.0,coronal,ISH
946,72611,04-0173,276276,Male,Asb8,56.0,coronal,ISH
947,72624,04-0176,276066,Male,Pappa2,56.0,coronal,ISH
948,71185778,05-2919,72008306,Male,Them6,56.0,coronal,ISH
949,72587,04-0167,276275,Male,Csrp2bp,56.0,coronal,ISH
950,702802,2355,1179,Male,Crabp1,56.0,coronal,ISH
951,702803,2357,1162,Male,Bhlhe22,56.0,coronal,ISH
952,72008759,05-3346,73931631,Male,Itgb8,56.0,coronal,ISH
953,702581,2046,1422,Male,Sox9,56.0,coronal,ISH
954,702499,1918,1144,Male,Ikzf1,56.0,coronal,ISH
955,702499,1918,549,Male,Hap1,56.0,coronal,ISH
956,702488,1904,1111,Male,Wif1,56.0,coronal,ISH
957,702797,2350,2454,Male,Otp,56.0,coronal,ISH
958,702618,2099,2181,Male,Eif2ak3,56.0,coronal,ISH
959,702590,2055,1051,Male,Tsc22d1,56.0,coronal,ISH
960,69534612,05-1480,70301083,Male,Nrxn1,56.0,coronal,ISH
961,69534612,05-1480,70301082,Male,Ache,56.0,coronal,ISH
962,702580,2045,2375,Male,Lhx2,56.0,coronal,ISH
963,702534,1966,584,Male,Htr1b,56.0,coronal,ISH
964,702517,1940,1460,Male,Ifngr2,56.0,coronal,ISH
965,702517,1940,1193,Male,Dbp,56.0,coronal,ISH
966,702514,1936,2137,Male,Clip2,56.0,coronal,ISH
967,702493,1909,179,Male,Calm1,56.0,coronal,ISH
968,83878,04-0214,322956,Male,4930506M07Rik,56.0,coronal,ISH
969,72672,04-0188,293037,Male,Ptcd2,56.0,coronal,ISH
970,83797,04-0194,293469,Male,Paf1,56.0,coronal,ISH
971,702794,2347,1609,Male,Foxb2,56.0,coronal,ISH
972,702678,2204,448,Male,Fgfr3,56.0,coronal,ISH
973,70500001,05-2442,71358652,Male,Far2,56.0,coronal,ISH
974,702609,2090,2241,Male,Fzd4,56.0,coronal,ISH
975,74657027,06-0241,74881286,Male,Penk,56.0,coronal,ISH
976,71250768,05-2982,72128746,Male,Psd,56.0,coronal,ISH
977,70379864,05-2293,71016584,Male,Stat5b,56.0,coronal,ISH
978,702795,2348,2002,Male,Hectd2,56.0,coronal,ISH
979,71061993,05-2825,71836876,Male,Cox6a2,56.0,coronal,ISH
980,702806,2360,1309,Male,Vim,56.0,coronal,ISH
981,702804,2358,2183,Male,Eif5a,56.0,coronal,ISH
982,70822203,05-2616,71670682,Male,Pclo,56.0,coronal,ISH
983,702611,2092,196,Male,Ctnnb1,56.0,coronal,ISH
984,702612,2093,2167,Male,Dtx1,56.0,coronal,ISH
985,74580301,06-0216,74819575,Male,D11Wsu47e,56.0,coronal,ISH
986,74580301,06-0216,74819594,Male,Boc,56.0,coronal,ISH
987,69619560,05-1631,70436730,Male,Anxa4,56.0,coronal,ISH
988,702785,2337,1972,Male,Smarca2,56.0,coronal,ISH
989,702785,2337,1205,Male,Gatm,56.0,coronal,ISH
990,702787,2339,655,Male,Lynx1,56.0,coronal,ISH
991,702787,2339,1059,Male,Tiam1,56.0,coronal,ISH
992,702787,2339,283,Male,Cnr1,56.0,coronal,ISH
993,5038,350-3321,100042207,Male,Zic4,14.0,coronal,ISH
994,702622,2103,1143,Male,Zbtb20,56.0,coronal,ISH
995,702610,2091,788,Male,Pdxk,56.0,coronal,ISH
996,83801,04-0195,293665,Male,Fndc4,56.0,coronal,ISH
997,71061967,05-2828,71836881,Male,Gprc5b,56.0,coronal,ISH
998,702805,2359,2397,Male,Mapk13,56.0,coronal,ISH
999,702805,2359,1944,Male,Tsen34,56.0,coronal,ISH
1000,83995,04-0243,356491,Male,Cdkn1b,56.0,coronal,ISH
1001,702783,2334,1239,Male,Nfia,56.0,coronal,ISH
1002,702784,2335,2043,Male,Arhgef2,56.0,coronal,ISH
1003,702620,2101,1413,Male,Arhgap17,56.0,coronal,ISH
1004,702617,2098,1551,Male,Wdr18,56.0,coronal,ISH
1005,702615,2096,200,Male,Cck,56.0,coronal,ISH
1006,702618,2099,2179,Male,Ei24,56.0,coronal,ISH
1007,75343464,06-0585,75988547,Male,Igfn1,56.0,coronal,ISH
1008,71203513,05-2940,72079931,Male,Abat,56.0,coronal,ISH
1009,702826,2389,1822,Male,Rgs3,56.0,coronal,ISH
1010,702806,2360,1257,Male,Pde1b,56.0,coronal,ISH
1011,702803,2357,1231,Male,Meis2,56.0,coronal,ISH
1012,702784,2335,2295,Male,Hmga1,56.0,coronal,ISH
1013,702772,2323,89,Male,Mllt11,56.0,coronal,ISH
1014,702772,2323,1375,Male,Samd3,56.0,coronal,ISH
1015,702865,2430,1980,Male,Olfml2b,56.0,coronal,ISH
1016,4865,350-1865,100045305,Male,Tcf4,14.0,coronal,ISH
1017,702851,2415,2220,Male,Fkbp10,56.0,coronal,ISH
1018,702843,2407,2701,Male,Nprl2,56.0,coronal,ISH
1019,702780,2331,1183,Male,Ctgf,56.0,coronal,ISH
1020,702779,2330,1936,Male,Wnt7a,56.0,coronal,ISH
1021,74834189,06-0317,75042253,Male,Tomm34,56.0,coronal,ISH
1022,71101517,05-2872,71924364,Male,Rnf220,56.0,coronal,ISH
1023,702786,2338,1569,Male,Rgs4,56.0,coronal,ISH
1024,702777,2328,2503,Male,Psmd4,56.0,coronal,ISH
1025,702776,2327,2147,Male,Dip2a,56.0,coronal,ISH
1026,71203592,05-2941,72080044,Male,Phf6,56.0,coronal,ISH
1027,83914,04-0223,356856,Male,Zfp810,56.0,coronal,ISH
1028,83882,04-0215,323593,Male,Sdccag8,56.0,coronal,ISH
1029,83825,04-0201,322962,Male,Iffo2,56.0,coronal,ISH
1030,83886,04-0216,323585,Male,Map2k5,56.0,coronal,ISH
1031,71061925,05-2819,71836847,Male,Cyp39a1,56.0,coronal,ISH
1032,74878475,06-0331,75080199,Male,Spag16,56.0,coronal,ISH
1033,702865,2430,1954,Male,Smg9,56.0,coronal,ISH
1034,702774,2325,2218,Male,Fhl1,56.0,coronal,ISH
1035,71203592,05-2941,72080065,Male,Gng12,56.0,coronal,ISH
1036,71185778,05-2919,72008304,Male,Plcb4,56.0,coronal,ISH
1037,79355612,335-1133,79591401,Male,Met,56.0,coronal,ISH
1038,79338769,335-1119,79556626,Male,Runx2,56.0,coronal,ISH
1039,79322576,335-1084,79490114,Male,Clu,56.0,coronal,ISH
1040,702770,2319,108,Male,Aqp4,56.0,coronal,ISH
1041,71203570,05-2939,72077479,Male,Cartpt,56.0,coronal,ISH
1042,71250788,05-2992,72283790,Male,Galr1,56.0,coronal,ISH
1043,71227890,05-2954,72081514,Male,Serpina3k,56.0,coronal,ISH
1044,702824,2387,1736,Male,Gpc6,56.0,coronal,ISH
1045,702824,2387,1726,Male,Gmfb,56.0,coronal,ISH
1046,702821,2384,1661,Male,Aplnr,56.0,coronal,ISH
1047,702765,2314,1211,Male,Gphn,56.0,coronal,ISH
1048,702848,2412,2671,Male,Thpo,56.0,coronal,ISH
1049,702831,2395,1724,Male,Aldh1l1,56.0,coronal,ISH
1050,702832,2396,1705,Male,Eps8,56.0,coronal,ISH
1051,702826,2389,1756,Male,Kcnc4,56.0,coronal,ISH
1052,702815,2376,2653,Male,Sytl3,56.0,coronal,ISH
1053,702764,2313,2045,Male,Arntl,56.0,coronal,ISH
1054,74625610,06-0223,74819694,Male,Fxyd5,56.0,coronal,ISH
1055,74580293,06-0214,74819476,Male,Ap2a2,56.0,coronal,ISH
1056,71414845,05-3103,73520979,Male,Sytl2,56.0,coronal,ISH
1057,71250772,05-2984,72128776,Male,Raver2,56.0,coronal,ISH
1058,71227906,05-2962,72081545,Male,Ticam1,56.0,coronal,ISH
1059,71083029,05-2835,71836889,Male,Ap2s1,56.0,coronal,ISH
1060,702672,2192,996,Male,Son,56.0,coronal,ISH
1061,70041823,05-2056,70634417,Male,Lgals1,56.0,coronal,ISH
1062,83979,04-0239,356287,Male,Phf1,56.0,coronal,ISH
1063,702673,2194,2569,Male,Sla,56.0,coronal,ISH
1064,71414845,05-3103,73520977,Male,Layn,56.0,coronal,ISH
1065,71083103,05-2834,71836884,Male,Chd7,56.0,coronal,ISH
1066,69977302,05-1982,70613989,Male,Etv5,56.0,coronal,ISH
1067,702827,2390,1657,Male,Gpt2,56.0,coronal,ISH
1068,702827,2390,1647,Male,Sppl2a,56.0,coronal,ISH
1069,71083107,05-2836,71920513,Male,Mybpc1,56.0,coronal,ISH
1070,71083107,05-2836,71920511,Male,Phactr1,56.0,coronal,ISH
1071,702687,2216,797,Male,Pgrmc1,56.0,coronal,ISH
1072,702683,2212,1615,Male,Gli3,56.0,coronal,ISH
1073,74373685,06-0133,74724637,Male,Ackr2,56.0,coronal,ISH
1074,702689,2218,713,Male,Rrp1,56.0,coronal,ISH
1075,702689,2218,1063,Male,Trappc10,56.0,coronal,ISH
1076,702678,2204,337,Male,Ddx3x,56.0,coronal,ISH
1077,702487,1903,2725,Male,Wnt10b,56.0,coronal,ISH
1078,101219,04-0279,544326,Male,Phyhipl,56.0,coronal,ISH
1079,101239,04-0284,544516,Male,Slc25a25,56.0,coronal,ISH
1080,84011,04-0247,357094,Male,Atp6v0a2,56.0,coronal,ISH
1081,702793,2345,2643,Male,Aurka,56.0,coronal,ISH
1082,702561,2012,2171,Male,E2f1,56.0,coronal,ISH
1083,702538,1972,474,Male,Gabrg2,56.0,coronal,ISH
1084,702526,1949,1345,Male,Dpysl4,56.0,coronal,ISH
1085,702534,1966,730,Male,Nr3c2,56.0,coronal,ISH
1086,702846,2410,2515,Male,Pycrl,56.0,coronal,ISH
1087,702836,2400,2438,Male,Nrf1,56.0,coronal,ISH
1088,702822,2385,1635,Male,Letmd1,56.0,coronal,ISH
1089,702807,2361,2581,Male,Slc16a6,56.0,coronal,ISH
1090,702803,2357,1878,Male,Fam60a,56.0,coronal,ISH
1091,702585,2050,1026,Male,Syt3,56.0,coronal,ISH
1092,702869,2434,2071,Male,Tspo,56.0,coronal,ISH
1093,702822,2385,2341,Male,Kcnj16,56.0,coronal,ISH
1094,702618,2099,2265,Male,Gnat1,56.0,coronal,ISH
1095,68797188,05-0560,69120620,Male,Nov,56.0,coronal,ISH
1096,68770691,05-0549,69120618,Male,Man1a,56.0,coronal,ISH
1097,702802,2355,1934,Male,Wbscr17,56.0,coronal,ISH
1098,702779,2330,1543,Male,Tm7sf3,56.0,coronal,ISH
1099,702666,2185,1547,Male,Ube2g2,56.0,coronal,ISH
1100,702605,2086,118,Male,Arx,56.0,coronal,ISH
1101,702818,2381,1844,Male,Slc38a1,56.0,coronal,ISH
1102,702809,2364,1908,Male,Pcdhb17,56.0,coronal,ISH
1103,702807,2361,1619,Male,Gpr108,56.0,coronal,ISH
1104,702772,2323,1778,Male,Mx2,56.0,coronal,ISH
1105,702621,2102,83,Male,Adcy9,56.0,coronal,ISH
1106,702613,2094,1411,Male,Rbm11,56.0,coronal,ISH
1107,702607,2088,100,Male,Gata2,56.0,coronal,ISH
1108,702610,2091,1265,Male,Plxnb3,56.0,coronal,ISH
1109,702609,2090,1327,Male,Aire,56.0,coronal,ISH
1110,702556,2005,273,Male,Clock,56.0,coronal,ISH
1111,702540,1976,758,Male,Ogt,56.0,coronal,ISH
1112,702535,1967,402,Male,Epha7,56.0,coronal,ISH
1113,702514,1936,87,Male,Agt,56.0,coronal,ISH
1114,702792,2344,290,Male,Col6a1,56.0,coronal,ISH
1115,702678,2204,445,Male,Fgfr2,56.0,coronal,ISH
1116,702615,2096,234,Male,Cdh13,56.0,coronal,ISH
1117,702609,2090,466,Male,Fzd3,56.0,coronal,ISH
1118,702610,2091,556,Male,Hes1,56.0,coronal,ISH
1119,702616,2097,44,Male,Thap1,56.0,coronal,ISH
1120,702610,2091,667,Male,Mef2c,56.0,coronal,ISH
1121,702578,2043,686,Male,Ncor1,56.0,coronal,ISH
1122,702564,2028,986,Male,Snca,56.0,coronal,ISH
1123,702779,2330,2681,Male,Tle3,56.0,coronal,ISH
1124,702583,2048,1418,Male,Shh,56.0,coronal,ISH
1125,4886,350-3066,100045665,Male,Foxp1,28.0,coronal,ISH
1126,702673,2194,1098,Male,Slc32a1,56.0,coronal,ISH
1127,702677,2203,945,Male,Sema4d,56.0,coronal,ISH
1128,702610,2091,1255,Male,Pcnt,56.0,coronal,ISH
1129,702573,2037,851,Male,Ptgds,56.0,coronal,ISH
1130,702585,2050,1014,Male,Syt1,56.0,coronal,ISH
1131,71227918,05-2968,72104186,Male,Cdhr1,56.0,coronal,ISH
1132,702675,2199,1553,Male,Frat2,56.0,coronal,ISH
1133,702608,2089,1295,Male,Tacr1,56.0,coronal,ISH
1134,702592,2057,1464,Male,Tsc22d4,56.0,coronal,ISH
1135,702582,2047,1349,Male,Elf2,56.0,coronal,ISH
1136,702581,2046,1353,Male,Etv6,56.0,coronal,ISH
1137,702560,2009,1393,Male,Ntf5,56.0,coronal,ISH
1138,702540,1976,1351,Male,Esrra,56.0,coronal,ISH
1139,702483,1899,1561,Male,Plxnb1,56.0,coronal,ISH
1140,702691,2220,124,Male,Atp5j,56.0,coronal,ISH
1141,74625606,06-0221,74819651,Male,Fam212b,56.0,coronal,ISH
1142,702793,2345,1245,Male,Nr1d2,56.0,coronal,ISH
1143,702691,2220,69,Male,Adamts1,56.0,coronal,ISH
1144,104545,04-0363,655502,Male,Uqcrc2,56.0,coronal,ISH
1145,70379884,05-2298,71016596,Male,Fstl1,56.0,coronal,ISH
1146,702815,2376,1687,Male,Vsx2,56.0,coronal,ISH
1147,702798,2351,1492,Male,Ephb3,56.0,coronal,ISH
1148,702683,2212,2523,Male,Rela,56.0,coronal,ISH
1149,702680,2206,814,Male,Plxdc1,56.0,coronal,ISH
1150,74657092,06-0242,74881341,Male,Doc2g,56.0,coronal,ISH
1151,702821,2384,1792,Male,Nr4a1,56.0,coronal,ISH
1152,702809,2364,1916,Male,Rxrb,56.0,coronal,ISH
1153,702691,2220,1278,Male,Runx2,56.0,coronal,ISH
1154,702691,2220,106,Male,App,56.0,coronal,ISH
1155,702617,2098,1988,Male,Soga3,56.0,coronal,ISH
1156,702617,2098,2325,Male,Irx1,56.0,coronal,ISH
1157,702822,2385,1699,Male,Dner,56.0,coronal,ISH
1158,702677,2203,942,Male,Sema4a,56.0,coronal,ISH
1159,702677,2203,820,Male,Plxnc1,56.0,coronal,ISH
1160,702671,2191,2185,Male,Elk1,56.0,coronal,ISH
1161,702678,2204,2053,Male,Axin1,56.0,coronal,ISH
1162,702678,2204,154,Male,Bcan,56.0,coronal,ISH
1163,702612,2093,1494,Male,Etv3,56.0,coronal,ISH
1164,702609,2090,1500,Male,Fzd5,56.0,coronal,ISH
1165,74703399,06-0261,74882584,Male,Fa2h,56.0,coronal,ISH
1166,702851,2415,2021,Male,Agtr1a,56.0,coronal,ISH
1167,702833,2397,1746,Male,Hnf4a,56.0,coronal,ISH
1168,84015,04-0248,357101,Male,Cd6,56.0,coronal,ISH
1169,702662,2180,1181,Male,Hspb8,56.0,coronal,ISH
1170,702666,2185,498,Male,Glrb,56.0,coronal,ISH
1171,702665,2184,1397,Male,Pex14,56.0,coronal,ISH
1172,69765644,05-1782,70436749,Male,Tmem132a,56.0,coronal,ISH
1173,702848,2412,2187,Male,Epha4,56.0,coronal,ISH
1174,702830,2394,2232,Male,Foxi1,56.0,coronal,ISH
1175,702522,1945,2385,Male,Lmo4,56.0,coronal,ISH
1176,71083128,05-2842,71924077,Male,Myt1,56.0,coronal,ISH
1177,702581,2046,2083,Male,Cdh4,56.0,coronal,ISH
1178,702671,2191,2255,Male,Gja1,56.0,coronal,ISH
1179,702870,2435,2621,Male,Slc5a1,56.0,coronal,ISH
1180,702830,2394,2511,Male,Pvrl4,56.0,coronal,ISH
1181,702791,2343,2289,Male,Hes7,56.0,coronal,ISH
1182,702577,2042,2373,Male,Leprotl1,56.0,coronal,ISH
1183,70500001,05-2442,71358651,Male,Sema6a,56.0,coronal,ISH
1184,5640,350-4012,100051654,Male,Avp,15.5,coronal,ISH
1185,702818,2381,2541,Male,Ryk,56.0,coronal,ISH
1186,5641,350-4013,100052707,Male,Sim1,15.5,coronal,ISH
1187,702839,2403,1776,Male,Mtss1,56.0,coronal,ISH
1188,702784,2335,2141,Male,Dbr1,56.0,coronal,ISH
1189,702872,2438,2595,Male,Slc26a7,56.0,coronal,ISH
1190,702614,2095,29,Male,Prkag2,56.0,coronal,ISH
1191,702495,1912,777,Male,Pcsk1n,56.0,coronal,ISH
1192,702784,2335,2143,Male,Eif4a3,56.0,coronal,ISH
1193,702620,2101,2353,Male,Kif5b,56.0,coronal,ISH
1194,702770,2319,930,Male,Sbno1,56.0,coronal,ISH
1195,702691,2220,994,Male,Sod1,56.0,coronal,ISH
1196,702608,2089,142,Male,Islr2,56.0,coronal,ISH
1197,702606,2087,895,Male,Rfx1,56.0,coronal,ISH
1198,702540,1976,189,Male,Camk2g,56.0,coronal,ISH
1199,702527,1950,768,Male,Pcbp3,56.0,coronal,ISH
1200,702846,2410,1978,Male,Ccdc137,56.0,coronal,ISH
1201,702815,2376,1836,Male,Slc12a8,56.0,coronal,ISH
1202,702780,2331,2474,Male,Pdk3,56.0,coronal,ISH
1203,702772,2323,2017,Male,Adcy7,56.0,coronal,ISH
1204,702578,2043,1361,Male,Gmps,56.0,coronal,ISH
1205,702872,2438,2234,Male,Frs3,56.0,coronal,ISH
1206,702851,2415,2093,Male,Chga,56.0,coronal,ISH
1207,702689,2218,367,Male,Ripply3,56.0,coronal,ISH
1208,702625,2110,606,Male,Jund,56.0,coronal,ISH
1209,702626,2112,539,Male,Grm3,56.0,coronal,ISH
1210,702590,2055,1006,Male,Stmn4,56.0,coronal,ISH
1211,702585,2050,2651,Male,Syt4,56.0,coronal,ISH
1212,702581,2046,1545,Male,Trim25,56.0,coronal,ISH
1213,702561,2012,2363,Male,Aff4,56.0,coronal,ISH
1214,702480,1895,2277,Male,Gtf2i,56.0,coronal,ISH
1215,702465,1859,37,Male,Setd5,56.0,coronal,ISH
1216,702802,2355,1237,Male,Ndrg2,56.0,coronal,ISH
1217,702680,2206,866,Male,Ptprt,56.0,coronal,ISH
1218,702662,2180,226,Male,Cd81,56.0,coronal,ISH
1219,702618,2099,1431,Male,Tsc2,56.0,coronal,ISH
1220,702506,1927,1532,Male,Setbp1,56.0,coronal,ISH
1221,702463,1850,133,Male,Tmem50b,56.0,coronal,ISH
1222,702824,2387,1738,Male,Gpr85,56.0,coronal,ISH
1223,702803,2357,1233,Male,N6amt1,56.0,coronal,ISH
1224,702786,2338,1448,Male,Akap2,56.0,coronal,ISH
1225,702780,2331,1185,Male,Ctps,56.0,coronal,ISH
1226,702617,2098,1998,Male,Rfx7,56.0,coronal,ISH
1227,702618,2099,170,Male,Rbbp6,56.0,coronal,ISH
1228,702526,1949,2699,Male,Tulp4,56.0,coronal,ISH
1229,702869,2434,2177,Male,Efemp2,56.0,coronal,ISH
1230,702846,2410,2067,Male,Mpc1,56.0,coronal,ISH
1231,702844,2408,1669,Male,Zfp280c,56.0,coronal,ISH
1232,702809,2364,1605,Male,Cx3cr1,56.0,coronal,ISH
1233,702815,2376,1734,Male,Gng7,56.0,coronal,ISH
1234,702792,2344,2527,Male,Traf7,56.0,coronal,ISH
1235,702677,2203,855,Male,Ptprd,56.0,coronal,ISH
1236,702615,2096,211,Male,Ccnl2,56.0,coronal,ISH
1237,417716,04-0698,67810540,Male,Mef2d,56.0,coronal,ISH
1238,417716,04-0698,67810541,Male,Mxd4,56.0,coronal,ISH
1239,702615,2096,1197,Male,Hook3,56.0,coronal,ISH
1240,702615,2096,2109,Male,Cnih2,56.0,coronal,ISH
1241,702614,2095,906,Male,Rpn2,56.0,coronal,ISH
1242,702765,2314,760,Male,Olfm1,56.0,coronal,ISH
1243,702631,2122,94,Male,Anp32a,56.0,coronal,ISH
1244,702607,2088,340,Male,Ddx5,56.0,coronal,ISH
1245,702614,2095,840,Male,Prkca,56.0,coronal,ISH
1246,702609,2090,470,Male,Fzd8,56.0,coronal,ISH
1247,70429617,05-2369,71064288,Male,Stk38l,56.0,coronal,ISH
1248,702625,2110,565,Male,Hlf,56.0,coronal,ISH
1249,702616,2097,85,Male,Agpat3,56.0,coronal,ISH
1250,702565,2029,1056,Male,Th,56.0,coronal,ISH
1251,702498,1915,805,Male,Pkia,56.0,coronal,ISH
1252,71083128,05-2842,71924066,Male,Zeb2,56.0,coronal,ISH
1253,702824,2387,1764,Male,Kcnv2,56.0,coronal,ISH
1254,702787,2339,2713,Male,Usp25,56.0,coronal,ISH
1255,702680,2206,864,Male,Ptprm,56.0,coronal,ISH
1256,702631,2122,509,Male,Gnas,56.0,coronal,ISH
1257,70430428,05-2375,71249067,Male,Pou6f2,56.0,coronal,ISH
1258,70430540,05-2388,71358554,Male,Pcdh18,56.0,coronal,ISH
1259,702846,2410,2317,Male,Il17rb,56.0,coronal,ISH
1260,702815,2376,1840,Male,Slc2a3,56.0,coronal,ISH
1261,702683,2212,577,Male,Prmt2,56.0,coronal,ISH
1262,702592,2057,1476,Male,Cdkn2b,56.0,coronal,ISH
1263,702842,2406,2613,Male,Slc35b2,56.0,coronal,ISH
1264,702611,2092,31,Male,Dopey2,56.0,coronal,ISH
1265,702591,2056,1081,Male,Tubb4a,56.0,coronal,ISH
1266,641747,04-0779,67870083,Male,Rnaseh2c,56.0,coronal,ISH
1267,702851,2415,2193,Male,Eps15l1,56.0,coronal,ISH
1268,702591,2056,1643,Male,1700086L19Rik,56.0,coronal,ISH
1269,702590,2055,939,Male,Sema3c,56.0,coronal,ISH
1270,702589,2054,149,Male,Usp48,56.0,coronal,ISH
1271,702792,2344,2119,Male,Crat,56.0,coronal,ISH
1272,702589,2054,506,Male,Gnao1,56.0,coronal,ISH
1273,70430524,05-2386,71249079,Male,Glt8d2,56.0,coronal,ISH
1274,74741214,06-0275,74958463,Male,Tsc22d2,56.0,coronal,ISH
1275,73540545,05-3601,74363343,Male,Irs2,56.0,coronal,ISH
1276,702586,2051,588,Male,Ifnar1,56.0,coronal,ISH
1277,702586,2051,1516,Male,Pdgfa,56.0,coronal,ISH
1278,702586,2051,1536,Male,Srprb,56.0,coronal,ISH
1279,702586,2051,665,Male,Mcm3ap,56.0,coronal,ISH
1280,702562,2014,1748,Male,Homer1,56.0,coronal,ISH
1281,70430524,05-2386,71249082,Male,Megf10,56.0,coronal,ISH
1282,702687,2216,844,Male,Npepps,56.0,coronal,ISH
1283,702591,2056,2379,Male,Lhx8,56.0,coronal,ISH
1284,702591,2056,927,Male,Satb1,56.0,coronal,ISH
1285,702587,2052,978,Male,Slc6a3,56.0,coronal,ISH
1286,702584,2049,1035,Male,Syt7,56.0,coronal,ISH
1287,702579,2044,598,Male,Itga3,56.0,coronal,ISH
1288,702572,2036,5,Male,Nvl,56.0,coronal,ISH
1289,702572,2036,198,Male,Cbx5,56.0,coronal,ISH
1290,702542,1984,418,Male,Fabp3,56.0,coronal,ISH
1291,702535,1967,1187,Male,Ctsl,56.0,coronal,ISH
1292,70430428,05-2375,71249057,Male,Plagl1,56.0,coronal,ISH
1293,702584,2049,2377,Male,Lhx4,56.0,coronal,ISH
1294,702583,2048,1538,Male,Suv39h2,56.0,coronal,ISH
1295,70429725,05-2387,71250315,Male,Aim1,56.0,coronal,ISH
1296,702579,2044,1383,Male,Mmp15,56.0,coronal,ISH
1297,702576,2040,609,Male,Kcnj6,56.0,coronal,ISH
1298,702580,2045,2383,Male,Lmo2,56.0,coronal,ISH
1299,702580,2045,2251,Male,Gas1,56.0,coronal,ISH
1300,702583,2048,643,Male,Lix1,56.0,coronal,ISH
1301,642837,04-0778,67855419,Male,E2f4,56.0,coronal,ISH
1302,642841,04-0780,67870085,Male,Cox7b,56.0,coronal,ISH
1303,70429673,05-2382,71250308,Male,Styk1,56.0,coronal,ISH
1304,702796,2349,1407,Male,Sez6l2,56.0,coronal,ISH
1305,702587,2052,1478,Male,Cpt1a,56.0,coronal,ISH
1306,702572,2036,182,Male,Calm2,56.0,coronal,ISH
1307,642993,04-0783,67870468,Male,Rin1,56.0,coronal,ISH
1308,702792,2344,2421,Male,Ndufs1,56.0,coronal,ISH
1309,70494040,05-2398,71358590,Male,Arnt2,56.0,coronal,ISH
1310,702575,2039,297,Male,Crhr1,56.0,coronal,ISH
1311,702524,1947,1405,Male,Prnp,56.0,coronal,ISH
1312,72010490,05-3376,73994714,Male,Kcna1,56.0,coronal,ISH
1313,702562,2014,1329,Male,Atm,56.0,coronal,ISH
1314,702562,2014,1956,Male,Pttg1ip,56.0,coronal,ISH
1315,702562,2014,2157,Male,Donson,56.0,coronal,ISH
1316,702561,2012,1189,Male,Cyp4f15,56.0,coronal,ISH
1317,71903222,05-3298,73929581,Male,Rln3,56.0,coronal,ISH
1318,70404883,05-2367,71247618,Male,Grik2,56.0,coronal,ISH
1319,702542,1984,491,Male,Gdi2,56.0,coronal,ISH
1320,702540,1976,2195,Male,Erf,56.0,coronal,ISH
1321,702540,1976,350,Male,Dlx3,56.0,coronal,ISH
1322,702493,1909,126,Male,Atp6v0a1,56.0,coronal,ISH
1323,702486,1902,1049,Male,Tff1,56.0,coronal,ISH
1324,702846,2410,2047,Male,Asgr1,56.0,coronal,ISH
1325,702540,1976,2033,Male,Apbb1,56.0,coronal,ISH
1326,702845,2409,2619,Male,Slc39a3,56.0,coronal,ISH
1327,702561,2012,1932,Male,Mlxipl,56.0,coronal,ISH
1328,702535,1967,1518,Male,Pla2g12a,56.0,coronal,ISH
1329,702536,1968,1992,Male,Fam114a2,56.0,coronal,ISH
1330,702537,1971,2743,Male,Zfp358,56.0,coronal,ISH
1331,702535,1967,1274,Male,Rasgrf1,56.0,coronal,ISH
1332,74833938,06-0305,75038431,Male,Drd3,56.0,coronal,ISH
1333,70429625,05-2371,71247658,Male,Trpc5,56.0,coronal,ISH
1334,72147861,05-3404,74047842,Male,Vps39,56.0,coronal,ISH
1335,702842,2406,2649,Male,Syt11,56.0,coronal,ISH
1336,702821,2384,1852,Male,Slc9a8,56.0,coronal,ISH
1337,70429673,05-2382,71250307,Male,Acvr1c,56.0,coronal,ISH
1338,702662,2180,579,Male,Hspb7,56.0,coronal,ISH
1339,702533,1965,785,Male,Pde9a,56.0,coronal,ISH
1340,702533,1965,2127,Male,Cryaa,56.0,coronal,ISH
1341,74833938,06-0305,75038432,Male,Kcna2,56.0,coronal,ISH
1342,702533,1965,255,Male,Chd2,56.0,coronal,ISH
1343,702533,1965,982,Male,Arid1b,56.0,coronal,ISH
1344,71993639,05-3327,73930842,Male,Jdp2,56.0,coronal,ISH
1345,702804,2358,1164,Male,C130060K24Rik,56.0,coronal,ISH
