,animal_id,animal_name,experiment_id,sex,gene,age,plane_of_section,treatment
2973,702559,2008,348,Male,Dlx1,56.0,coronal,ISH
2974,702614,2095,560,Male,Hist1h2bc,56.0,coronal,ISH
2975,69765644,05-1782,70436747,Male,Chrnb3,56.0,coronal,ISH
2976,69744830,05-1763,70436746,Male,Nipal3,56.0,coronal,ISH
2977,702617,2098,1474,Male,Nkain4,56.0,coronal,ISH
2978,642242,04-0781,67870434,Male,Inpp1,56.0,coronal,ISH
2979,702626,2112,79,Male,Adcy5,56.0,coronal,ISH
2980,702617,2098,2462,Male,Park2,56.0,coronal,ISH
2981,702612,2093,2095,Male,Chrm3,56.0,coronal,ISH
2982,702618,2099,2707,Male,Unc13c,56.0,coronal,ISH
2983,702542,1984,1084,Male,Txnip,56.0,coronal,ISH
2984,702542,1984,649,Male,Lpl,56.0,coronal,ISH
2985,702665,2184,2665,Male,Terf2ip,56.0,coronal,ISH
2986,702787,2339,2460,Male,Pafah1b1,56.0,coronal,ISH
2987,702662,2180,62,Male,Actc1,56.0,coronal,ISH
2988,69941483,05-1931,70562070,Male,Npffr2,56.0,coronal,ISH
2989,69941483,05-1931,70562057,Male,Gpr26,56.0,coronal,ISH
2990,702666,2185,1104,Male,Vipr2,56.0,coronal,ISH
2991,702665,2184,1124,Male,Ywhag,56.0,coronal,ISH
2992,69914393,05-1870,70560343,Male,Chrm2,56.0,coronal,ISH
2993,69914393,05-1870,70560341,Male,Cacng5,56.0,coronal,ISH
2994,702665,2184,1968,Male,Snhg7,56.0,coronal,ISH
2995,702631,2122,1106,Male,Vsnl1,56.0,coronal,ISH
2996,702631,2122,743,Male,Ybx1,56.0,coronal,ISH
2997,702625,2110,485,Male,Gata2,56.0,coronal,ISH
2998,702561,2012,1363,Male,Grp,56.0,coronal,ISH
2999,702561,2012,2039,Male,Ar,56.0,coronal,ISH
3000,702779,2330,1284,Male,Sox5,56.0,coronal,ISH
3001,69977277,05-1974,70612727,Male,Crip2,56.0,coronal,ISH
3002,702589,2054,500,Male,Gls,56.0,coronal,ISH
3003,69482179,05-1436,70232000,Male,Prph,56.0,coronal,ISH
3004,101598,04-0330,654924,Male,Rap1gds1,56.0,coronal,ISH
3005,104541,04-0362,655500,Male,Acat2,56.0,coronal,ISH
3006,642993,04-0783,67870478,Male,Slc50a1,56.0,coronal,ISH
3007,104440,04-0337,654928,Male,Dpysl3,56.0,coronal,ISH
3008,702834,2398,1693,Male,Creb3l1,56.0,coronal,ISH
3009,702672,2192,976,Male,Slc5a3,56.0,coronal,ISH
3010,702674,2196,782,Male,Pde1a,56.0,coronal,ISH
3011,702674,2196,571,Male,Hnrnpdl,56.0,coronal,ISH
3012,702671,2191,2303,Male,Hax1,56.0,coronal,ISH
3013,702671,2191,2129,Male,Csrp1,56.0,coronal,ISH
3014,702764,2313,2545,Male,Satb1,56.0,coronal,ISH
3015,149359,04-0376,67755432,Male,Banp,56.0,coronal,ISH
3016,70006130,05-2014,70615597,Male,Pgm2l1,56.0,coronal,ISH
3017,70006130,05-2014,70615598,Male,Gpd2,56.0,coronal,ISH
3018,70006080,05-1997,70615595,Male,Fyn,56.0,coronal,ISH
3019,70006080,05-1997,70615583,Male,Ctbp2,56.0,coronal,ISH
3020,702690,2219,2731,Male,Wnt3,56.0,coronal,ISH
3021,702690,2219,1444,Male,Wnt4,56.0,coronal,ISH
3022,702690,2219,1113,Male,Wnt7b,56.0,coronal,ISH
3023,702690,2219,1115,Male,Wnt8a,56.0,coronal,ISH
3024,702690,2219,2735,Male,Wnt6,56.0,coronal,ISH
3025,702691,2220,1886,Male,Usp16,56.0,coronal,ISH
3026,702691,2220,698,Male,Neurod6,56.0,coronal,ISH
3027,702683,2212,1119,Male,Xbp1,56.0,coronal,ISH
3028,702683,2212,424,Male,Fgf12,56.0,coronal,ISH
3029,702683,2212,427,Male,Fgf13,56.0,coronal,ISH
3030,702680,2206,953,Male,Sema5b,56.0,coronal,ISH
3031,382818,04-0667,67779877,Male,Ctsb,56.0,coronal,ISH
3032,378473,04-0658,67779875,Male,Nde1,56.0,coronal,ISH
3033,700631,04-0821,67936202,Male,Bpgm,56.0,coronal,ISH
3034,378461,04-0651,67779873,Male,Copg1,56.0,coronal,ISH
3035,702774,2325,1401,Male,Pknox1,56.0,coronal,ISH
3036,702776,2327,2549,Male,Scand1,56.0,coronal,ISH
3037,378461,04-0651,67779872,Male,Cnbd2,56.0,coronal,ISH
3038,702783,2334,2393,Male,Map3k7,56.0,coronal,ISH
3039,702783,2334,1160,Male,Kank2,56.0,coronal,ISH
3040,702783,2334,1367,Male,Krtap12-1,56.0,coronal,ISH
3041,702779,2330,1914,Male,Rnf128,56.0,coronal,ISH
3042,70042294,05-2048,70634310,Male,Cish,56.0,coronal,ISH
3043,70042294,05-2048,70634300,Male,Cyp27a1,56.0,coronal,ISH
3044,70013786,05-2040,70634234,Male,Csdc2,56.0,coronal,ISH
3045,703381,350-9177,100092673,Male,Tcf7l2,4.0,coronal,ISH
3046,703381,350-9177,100092535,Male,Lmx1a,4.0,coronal,ISH
3047,703381,350-9177,100092634,Male,Rspo3,4.0,coronal,ISH
3048,703599,350-9402,100093828,Male,Evx1,4.0,coronal,ISH
3049,703381,350-9177,100092675,Male,Nr5a1,4.0,coronal,ISH
3050,703381,350-9177,100092676,Male,Gm6753,4.0,coronal,ISH
3051,702787,2339,2513,Male,Pwp2,56.0,coronal,ISH
3052,77207549,311-0554,77607028,Male,Fos,56.0,coronal,ISH
3053,703794,350-9757,100092285,unknown,Hoxa1,11.5,coronal,ISH
3054,702687,2216,496,Male,Ghrh,56.0,coronal,ISH
3055,6832,350-6259,100091575,unknown,Gm6753,14.5,coronal,ISH
3056,700676,350-6475,100092554,Male,Gm6753,2.0,coronal,ISH
3057,70091596,05-2099,70743908,Male,Ccsap,56.0,coronal,ISH
3058,70091608,05-2105,70744322,Male,Pamr1,56.0,coronal,ISH
3059,70091384,05-2106,70744326,Male,Lppr5,56.0,coronal,ISH
3060,70073545,05-2090,70743900,Male,Rnf115,56.0,coronal,ISH
3061,70091360,05-2095,70743904,Male,Nfil3,56.0,coronal,ISH
3062,702791,2343,2000,Male,Dlx6os1,56.0,coronal,ISH
3063,70101598,05-2128,70813921,Male,Gch1,56.0,coronal,ISH
3064,70101566,05-2125,70805934,Male,Loxl1,56.0,coronal,ISH
3065,703598,350-9401,100093834,Male,Gli3,4.0,coronal,ISH
3066,703382,350-9184,100092538,Male,Neurod1,4.0,coronal,ISH
3067,6492,350-5755,100059164,Male,Gsx2,4.0,coronal,ISH
3068,703599,350-9402,100093829,Male,Neurog1,4.0,coronal,ISH
3069,702792,2344,2019,Male,Adrm1,56.0,coronal,ISH
3070,702792,2344,2205,Male,Fbln1,56.0,coronal,ISH
3071,70073480,05-2073,70743868,Male,Camk1g,56.0,coronal,ISH
3072,702797,2350,2563,Male,Sfrp1,56.0,coronal,ISH
3073,74565895,06-0204,74819331,Male,Dach2,56.0,coronal,ISH
3074,77378348,311-0661,78098124,Male,Dusp4,56.0,coronal,ISH
3075,77378356,311-0663,78126455,Male,Fos,56.0,coronal,ISH
3076,70073541,05-2088,70743887,Male,Fgfr1op2,56.0,coronal,ISH
3077,77378352,311-0662,78099456,Male,Arr3,56.0,coronal,ISH
3078,77378360,311-0664,78099460,Male,Arr3,56.0,coronal,ISH
3079,77378364,311-0665,78102399,Male,Ccrn4l,56.0,coronal,ISH
3080,702798,2351,1894,Male,Zfp191,56.0,coronal,ISH
3081,702804,2358,2331,Male,Kdm4b,56.0,coronal,ISH
3082,702804,2358,2647,Male,Supt5,56.0,coronal,ISH
3083,702803,2357,1305,Male,Trpc4,56.0,coronal,ISH
3084,702788,2340,1209,Male,Gng3,56.0,coronal,ISH
3085,702791,2343,2287,Male,Hes3,56.0,coronal,ISH
3086,702791,2343,1450,Male,Dlx5,56.0,coronal,ISH
3087,702780,2331,2357,Male,Kpna1,56.0,coronal,ISH
3088,703746,350-9444,100092145,Male,Isl1,15.5,coronal,ISH
3089,702780,2331,1243,Male,Nr1d1,56.0,coronal,ISH
3090,702805,2359,2333,Male,Jun,56.0,coronal,ISH
3091,702798,2351,1512,Male,Myb,56.0,coronal,ISH
3092,702797,2350,1788,Male,Notch3,56.0,coronal,ISH
3093,702797,2350,2149,Male,Dkk1,56.0,coronal,ISH
3094,77207545,311-0553,77606999,Male,Arr3,56.0,coronal,ISH
3095,702807,2361,1359,Male,Gjb2,56.0,coronal,ISH
3096,77378348,311-0661,78102391,Male,Ccrn4l,56.0,coronal,ISH
3097,77378352,311-0662,78126453,Male,Fos,56.0,coronal,ISH
3098,77207553,311-0555,77612394,Male,Ccrn4l,56.0,coronal,ISH
3099,77207553,311-0555,77604991,Male,Dusp4,56.0,coronal,ISH
3100,77207545,311-0553,77604987,Male,Dusp4,56.0,coronal,ISH
3101,104525,04-0358,655497,Male,Nnat,56.0,coronal,ISH
3102,77378356,311-0663,78099458,Male,Arr3,56.0,coronal,ISH
3103,77378352,311-0662,78098126,Male,Dusp4,56.0,coronal,ISH
3104,77378360,311-0664,78102397,Male,Ccrn4l,56.0,coronal,ISH
3105,77378364,311-0665,78099462,Male,Arr3,56.0,coronal,ISH
3106,104456,04-0341,655307,Male,Psg16,56.0,coronal,ISH
3107,77207553,311-0555,77607030,Male,Fos,56.0,coronal,ISH
3108,77207553,311-0555,77605786,Male,Vwf,56.0,coronal,ISH
3109,77207549,311-0554,77605774,Male,Vwf,56.0,coronal,ISH
3110,77207549,311-0554,77605001,Male,Ccrn4l,56.0,coronal,ISH
3111,77207549,311-0554,77604989,Male,Dusp4,56.0,coronal,ISH
3112,104541,04-0362,655499,Male,Oxct1,56.0,coronal,ISH
3113,149351,04-0374,655120,Male,Arf3,56.0,coronal,ISH
3114,701939,350-8367,100091608,unknown,Nr5a1,13.5,coronal,ISH
3115,77378348,311-0661,78099454,Male,Arr3,56.0,coronal,ISH
3116,77378348,311-0661,78098283,Male,Vwf,56.0,coronal,ISH
3117,77378356,311-0663,78098287,Male,Vwf,56.0,coronal,ISH
3118,77378356,311-0663,78098128,Male,Dusp4,56.0,coronal,ISH
3119,77378360,311-0664,78098130,Male,Dusp4,56.0,coronal,ISH
3120,77440616,321-0055,77764110,Female,Avpr1a,56.0,coronal,ISH
3121,77440700,321-0068,77790621,Female,Cckbr,56.0,coronal,ISH
3122,77440700,321-0068,77765946,Female,Npy1r,56.0,coronal,ISH
3123,77458260,321-0048,77764967,Female,Gal,56.0,coronal,ISH
3124,77551304,321-0190,77764085,Female,Cacna1g,56.0,coronal,ISH
3125,77537631,321-0204,77764123,Female,Avpr1a,56.0,coronal,ISH
3126,77415313,321-0159,77765962,Male,Npy1r,56.0,coronal,ISH
3127,77415313,321-0159,77764946,Male,Gal,56.0,coronal,ISH
3128,77415313,321-0159,77764083,Male,Cacna1g,56.0,coronal,ISH
3129,77415309,321-0158,77764103,Male,Avpr1a,56.0,coronal,ISH
3130,77431355,321-0038,77764933,Female,Gal,56.0,coronal,ISH
3131,77431355,321-0038,77764108,Female,Avpr1a,56.0,coronal,ISH
3132,77431371,321-0070,77790631,Female,Cckbr,56.0,coronal,ISH
3133,77431363,321-0041,77790695,Female,Nos1,56.0,coronal,ISH
3134,77440620,321-0056,77764119,Female,Avpr1a,56.0,coronal,ISH
3135,77458260,321-0048,77790639,Female,Cckbr,56.0,coronal,ISH
3136,77458264,321-0049,77792761,Female,Htr2c,56.0,coronal,ISH
3137,77551292,321-0187,77792765,Female,Htr2c,56.0,coronal,ISH
3138,77537635,321-0205,77790685,Female,Nos1,56.0,coronal,ISH
3139,77385455,321-0036,77790653,Female,Ncoa1,56.0,coronal,ISH
3140,77385471,321-0040,77790697,Female,Nos1,56.0,coronal,ISH
3141,77415161,321-0024,77790651,Female,Ncoa1,56.0,coronal,ISH
3142,77415313,321-0159,77764113,Male,Avpr1a,56.0,coronal,ISH
3143,77415309,321-0158,77764929,Male,Gal,56.0,coronal,ISH
3144,77415329,321-0163,77790663,Male,Ncoa1,56.0,coronal,ISH
3145,77431371,321-0070,77764087,Female,Cacna1g,56.0,coronal,ISH
3146,77440616,321-0055,77790625,Female,Cckbr,56.0,coronal,ISH
3147,77440620,321-0056,77766029,Female,Npy1r,56.0,coronal,ISH
3148,77440648,321-0022,77791986,Female,Gabre,56.0,coronal,ISH
3149,77448587,321-0066,77764969,Female,Gal,56.0,coronal,ISH
3150,77458260,321-0048,77766035,Female,Npy1r,56.0,coronal,ISH
3151,77385455,321-0036,77792753,Female,Htr2c,56.0,coronal,ISH
3152,77385471,321-0040,77792018,Female,Gabre,56.0,coronal,ISH
3153,77385471,321-0040,77852499,Female,Eif2s3x,56.0,coronal,ISH
3154,77415309,321-0158,77790619,Male,Cckbr,56.0,coronal,ISH
3155,77415321,321-0161,77851930,Male,Eif2s3x,56.0,coronal,ISH
3156,77415325,321-0162,77792755,Male,Htr2c,56.0,coronal,ISH
3157,77415329,321-0163,77792763,Male,Htr2c,56.0,coronal,ISH
3158,77415329,321-0163,77792008,Male,Gabre,56.0,coronal,ISH
3159,77431355,321-0038,77765948,Female,Npy1r,56.0,coronal,ISH
3160,77431363,321-0041,77790667,Female,Ncoa1,56.0,coronal,ISH
3161,77440616,321-0055,77764944,Female,Gal,56.0,coronal,ISH
3162,77440648,321-0022,77851932,Female,Eif2s3x,56.0,coronal,ISH
3163,77440648,321-0022,77792745,Female,Htr2c,56.0,coronal,ISH
3164,77440700,321-0068,77764105,Female,Avpr1a,56.0,coronal,ISH
3165,77440684,321-0044,77790687,Female,Nos1,56.0,coronal,ISH
3166,77440684,321-0044,77790659,Female,Ncoa1,56.0,coronal,ISH
3167,77458264,321-0049,77792002,Female,Gabre,56.0,coronal,ISH
3168,77551304,321-0190,77764115,Female,Avpr1a,56.0,coronal,ISH
3169,77537631,321-0204,77764965,Female,Gal,56.0,coronal,ISH
3170,77537635,321-0205,77790657,Female,Ncoa1,56.0,coronal,ISH
3171,77415309,321-0158,77765935,Male,Npy1r,56.0,coronal,ISH
3172,77415317,321-0160,77790635,Male,Cckbr,56.0,coronal,ISH
3173,77415317,321-0160,77766031,Male,Npy1r,56.0,coronal,ISH
3174,77415317,321-0160,77764963,Male,Gal,56.0,coronal,ISH
3175,77415321,321-0161,77790647,Male,Ncoa1,56.0,coronal,ISH
3176,77415325,321-0162,77790683,Male,Nos1,56.0,coronal,ISH
3177,77415329,321-0163,77852481,Male,Eif2s3x,56.0,coronal,ISH
3178,77431355,321-0038,77790623,Female,Cckbr,56.0,coronal,ISH
3179,77431371,321-0070,77766027,Female,Npy1r,56.0,coronal,ISH
3180,77431371,321-0070,77764117,Female,Avpr1a,56.0,coronal,ISH
3181,702808,2363,1900,Male,Nfyc,56.0,coronal,ISH
3182,77440616,321-0055,77764072,Female,Cacna1g,56.0,coronal,ISH
3183,77440620,321-0056,77790633,Female,Cckbr,56.0,coronal,ISH
3184,77440648,321-0022,77790677,Female,Nos1,56.0,coronal,ISH
3185,77440700,321-0068,77764050,Female,Cacna1g,56.0,coronal,ISH
3186,77440684,321-0044,77852066,Female,Eif2s3x,56.0,coronal,ISH
3187,77440684,321-0044,77792000,Female,Gabre,56.0,coronal,ISH
3188,77448587,321-0066,77790641,Female,Cckbr,56.0,coronal,ISH
3189,77448587,321-0066,77764127,Female,Avpr1a,56.0,coronal,ISH
3190,77458260,321-0048,77764125,Female,Avpr1a,56.0,coronal,ISH
3191,77458264,321-0049,77790689,Female,Nos1,56.0,coronal,ISH
3192,77551304,321-0190,77790629,Female,Cckbr,56.0,coronal,ISH
3193,77537631,321-0204,77790637,Female,Cckbr,56.0,coronal,ISH
3194,77537631,321-0204,77764093,Female,Cacna1g,56.0,coronal,ISH
3195,77537635,321-0205,77792757,Female,Htr2c,56.0,coronal,ISH
3196,77385455,321-0036,77851936,Female,Eif2s3x,56.0,coronal,ISH
3197,77415161,321-0024,77792751,Female,Htr2c,56.0,coronal,ISH
3198,77415309,321-0158,77763950,Male,Cacna1g,56.0,coronal,ISH
3199,77415321,321-0161,77792635,Male,Htr2c,56.0,coronal,ISH
3200,77415321,321-0161,77791980,Male,Gabre,56.0,coronal,ISH
3201,77415325,321-0162,77851938,Male,Eif2s3x,56.0,coronal,ISH
3202,77431355,321-0038,77764061,Female,Cacna1g,56.0,coronal,ISH
3203,77431363,321-0041,77792767,Female,Htr2c,56.0,coronal,ISH
3204,70929707,05-2701,71670741,Male,Sntb1,56.0,coronal,ISH
3205,70896862,05-2653,71670701,Male,Trappc1,56.0,coronal,ISH
3206,70896862,05-2653,71670698,Male,Tbc1d1,56.0,coronal,ISH
3207,70896862,05-2653,71670697,Male,Steap2,56.0,coronal,ISH
3208,70896947,05-2659,71670720,Male,Trav3-3,56.0,coronal,ISH
3209,70896947,05-2659,71670724,Male,Ttc6,56.0,coronal,ISH
3210,70897029,05-2654,71670708,Male,Unc5c,56.0,coronal,ISH
3211,70858152,05-2633,71670696,Male,Slc2a6,56.0,coronal,ISH
3212,70858152,05-2633,71670695,Male,Shb,56.0,coronal,ISH
3213,70858152,05-2633,71670692,Male,Zim1,56.0,coronal,ISH
3214,70822215,05-2622,71670685,Male,Phospho1,56.0,coronal,ISH
3215,70822203,05-2616,71670678,Male,Npr1,56.0,coronal,ISH
3216,70803431,05-2611,71670487,Male,Lrp4,56.0,coronal,ISH
3217,70803431,05-2611,71670489,Male,Maob,56.0,coronal,ISH
3218,70780178,05-2584,71587899,Male,Rph3a,56.0,coronal,ISH
3219,70379864,05-2293,71016573,Male,Lifr,56.0,coronal,ISH
3220,702824,2387,1709,Male,Erbb2,56.0,coronal,ISH
3221,702818,2381,2697,Male,Trps1,56.0,coronal,ISH
3222,702823,2386,1874,Male,Hnf1b,56.0,coronal,ISH
3223,70911447,05-2686,71670725,Male,Gm196,56.0,coronal,ISH
3224,70911447,05-2686,71670728,Male,Serpina9,56.0,coronal,ISH
3225,70911361,05-2687,71670737,Male,Esr2,56.0,coronal,ISH
3226,702821,2384,1750,Male,Ikbkb,56.0,coronal,ISH
3227,101534,04-0314,544901,Male,Clptm1,56.0,coronal,ISH
3228,101558,04-0320,655115,Male,Pcp2,56.0,coronal,ISH
3229,101558,04-0320,655116,Male,Ugt8a,56.0,coronal,ISH
3230,101223,04-0280,544327,Male,Serpinb1b,56.0,coronal,ISH
3231,70911361,05-2687,71670734,Male,Ust,56.0,coronal,ISH
3232,70911361,05-2687,71670735,Male,Xk,56.0,coronal,ISH
3233,70822203,05-2616,71670679,Male,Ntrk1,56.0,coronal,ISH
3234,70822203,05-2616,71670680,Male,Ovgp1,56.0,coronal,ISH
3235,71227954,05-2967,72104170,Male,Usp20,56.0,coronal,ISH
3236,71227954,05-2967,72104172,Male,Tpr,56.0,coronal,ISH
3237,71227914,05-2966,72081561,Male,Gpr98,56.0,coronal,ISH
3238,71227918,05-2968,72108823,Male,Cacng8,56.0,coronal,ISH
3239,70803395,05-2593,71587919,Male,Map4,56.0,coronal,ISH
3240,71203570,05-2939,72077478,Male,Ephb1,56.0,coronal,ISH
3241,70803395,05-2593,71587929,Male,C1ql2,56.0,coronal,ISH
3242,70145683,05-2184,70927827,Male,Lamp5,56.0,coronal,ISH
3243,71185786,05-2923,72008491,Male,Ptprt,56.0,coronal,ISH
3244,71185675,05-2918,72008122,Male,Gas6,56.0,coronal,ISH
3245,71185675,05-2918,72008121,Male,Fmo1,56.0,coronal,ISH
3246,71185709,05-2925,72103830,Male,Cygb,56.0,coronal,ISH
3247,702829,2393,1786,Male,Ngfrap1,56.0,coronal,ISH
3248,702828,2391,2224,Male,Flt1,56.0,coronal,ISH
3249,71061967,05-2828,71836878,Male,Ddit4l,56.0,coronal,ISH
3250,71061967,05-2828,71836879,Male,Prss12,56.0,coronal,ISH
3251,702827,2390,1649,Male,Ostc,56.0,coronal,ISH
3252,702827,2390,1780,Male,Nat6,56.0,coronal,ISH
3253,70971025,05-2716,71717084,Male,Pdyn,56.0,coronal,ISH
3254,70971025,05-2716,71717083,Male,Pde3a,56.0,coronal,ISH
3255,70971025,05-2716,71717082,Male,Mest,56.0,coronal,ISH
3256,70929851,05-2711,71717079,Male,Irs4,56.0,coronal,ISH
3257,70379884,05-2298,71016585,Male,Rbm19,56.0,coronal,ISH
3258,71203592,05-2941,72080054,Male,Inpp4b,56.0,coronal,ISH
3259,71203524,05-2944,72080145,Male,Rtn4r,56.0,coronal,ISH
3260,71203524,05-2944,72080134,Male,Ndnf,56.0,coronal,ISH
3261,71203513,05-2940,72079959,Male,Efnb2,56.0,coronal,ISH
3262,71203513,05-2940,72079884,Male,Foxp2,56.0,coronal,ISH
3263,71203532,05-2948,72081395,Male,Gsn,56.0,coronal,ISH
3264,71185726,05-2927,72077451,Male,Wwox,56.0,coronal,ISH
3265,71185726,05-2927,72077454,Male,Coro2b,56.0,coronal,ISH
3266,71185713,05-2926,72103831,Male,Car2,56.0,coronal,ISH
3267,70803415,05-2603,71670481,Male,Kcnc3,56.0,coronal,ISH
3268,70379896,05-2303,71016618,Male,Btbd3,56.0,coronal,ISH
3269,702832,2396,1816,Male,Raf1,56.0,coronal,ISH
3270,702833,2397,2065,Male,Bmp7,56.0,coronal,ISH
3271,702833,2397,1581,Male,Fgfr4,56.0,coronal,ISH
3272,71282217,05-3008,72283804,Male,Cbln4,56.0,coronal,ISH
3273,71282184,05-3011,72283807,Male,Crim1,56.0,coronal,ISH
3274,71250776,05-2986,72129241,Male,Klk8,56.0,coronal,ISH
3275,71250776,05-2986,72129243,Male,Mgll,56.0,coronal,ISH
3276,71250752,05-2974,72119592,Male,Mras,56.0,coronal,ISH
3277,71250752,05-2974,72119593,Male,Fn1,56.0,coronal,ISH
3278,71250756,05-2976,72119652,Male,Cacng4,56.0,coronal,ISH
3279,71250756,05-2976,72119638,Male,Cacna1h,56.0,coronal,ISH
3280,71227926,05-2972,72119580,Male,Kcnj9,56.0,coronal,ISH
3281,71227926,05-2972,72119590,Male,Kl,56.0,coronal,ISH
3282,71227922,05-2970,72109633,Male,Chst2,56.0,coronal,ISH
3283,71227922,05-2970,72109410,Male,Adora2a,56.0,coronal,ISH
3284,71227922,05-2970,72109445,Male,Dlg4,56.0,coronal,ISH
3285,702847,2411,2505,Male,Pth1r,56.0,coronal,ISH
3286,70803431,05-2611,71670486,Male,Loxl2,56.0,coronal,ISH
3287,702848,2412,2337,Male,Kcne3,56.0,coronal,ISH
3288,702845,2409,2259,Male,Gjb5,56.0,coronal,ISH
3289,70379932,05-2304,71016631,Male,Trh,56.0,coronal,ISH
3290,70379932,05-2304,71016632,Male,Rspo2,56.0,coronal,ISH
3291,71282188,05-3012,72283810,Male,Doc2b,56.0,coronal,ISH
3292,71250828,05-2993,72283794,Male,Lhcgr,56.0,coronal,ISH
3293,702807,2361,2343,Male,Kcnj8,56.0,coronal,ISH
3294,70981893,05-2746,71717136,Male,Rab3ip,56.0,coronal,ISH
3295,70971100,05-2728,71717105,Male,Pmfbp1,56.0,coronal,ISH
3296,70298605,05-2246,71015194,Male,Vill,56.0,coronal,ISH
3297,71298843,05-3029,72340134,Male,Rreb1,56.0,coronal,ISH
3298,71298810,05-3020,72339542,Male,Nek7,56.0,coronal,ISH
3299,71298826,05-3025,72339556,Male,Tac2,56.0,coronal,ISH
3300,70230607,05-2223,70928395,Male,Rps12,56.0,coronal,ISH
3301,70379960,05-2317,71016665,Male,Bcat1,56.0,coronal,ISH
3302,70379952,05-2314,71016653,Male,Slc6a7,56.0,coronal,ISH
3303,70379952,05-2314,71016663,Male,Hdc,56.0,coronal,ISH
3304,70298629,05-2258,71015387,Male,Osbpl10,56.0,coronal,ISH
3305,702863,2428,2615,Male,Slc35c2,56.0,coronal,ISH
3306,70220565,05-2209,70928304,Male,Col9a3,56.0,coronal,ISH
3307,702863,2428,2693,Male,Traf5,56.0,coronal,ISH
3308,702863,2428,2631,Male,Ssr1,56.0,coronal,ISH
3309,702838,2402,2491,Male,Pnrc2,56.0,coronal,ISH
3310,702838,2402,1948,Male,Grina,56.0,coronal,ISH
3311,702838,2402,2719,Male,Wdr31,56.0,coronal,ISH
3312,702838,2402,2051,Male,Ciao1,56.0,coronal,ISH
3313,70404855,05-2354,71064061,Male,Col9a1,56.0,coronal,ISH
3314,71392884,05-3075,72472793,Male,Epha6,56.0,coronal,ISH
3315,71392884,05-3075,72472792,Male,Epha3,56.0,coronal,ISH
3316,71392884,05-3075,72472791,Male,Necab1,56.0,coronal,ISH
3317,71392884,05-3075,72472794,Male,Epha8,56.0,coronal,ISH
3318,71339158,05-3061,72472774,Male,Dnah9,56.0,coronal,ISH
3319,71339158,05-3061,72472773,Male,Nrep,56.0,coronal,ISH
3320,71339158,05-3061,72472772,Male,Cthrc1,56.0,coronal,ISH
3321,71339080,05-3064,72472779,Male,L3mbtl4,56.0,coronal,ISH
3322,71339010,05-3056,72472761,Male,C230009H10Rik,56.0,coronal,ISH
3323,71339010,05-3056,72472764,Male,Cdh9,56.0,coronal,ISH
3324,71339010,05-3056,72472763,Male,Tmem86b,56.0,coronal,ISH
3325,71339010,05-3056,72472752,Male,Fam19a4,56.0,coronal,ISH
3326,71339010,05-3056,72472766,Male,Cort,56.0,coronal,ISH
3327,71325202,05-3050,72472749,Male,Bmp3,56.0,coronal,ISH
3328,71325202,05-3050,72472751,Male,C030034I22Rik,56.0,coronal,ISH
3329,71299316,05-3032,72340221,Male,A930009E05Rik,56.0,coronal,ISH
3330,71299316,05-3032,72340234,Male,Avil,56.0,coronal,ISH
3331,71298810,05-3020,72339397,Male,Dirc2,56.0,coronal,ISH
3332,71019452,05-2784,71717618,Male,Tdo2,56.0,coronal,ISH
3333,71019484,05-2788,71717686,Male,Sh3bgrl2,56.0,coronal,ISH
3334,70404859,05-2356,71064195,Male,Col11a1,56.0,coronal,ISH
3335,70397049,05-2332,71020432,Male,Kcnd2,56.0,coronal,ISH
3336,70397049,05-2332,71020431,Male,Gpc3,56.0,coronal,ISH
3337,70397065,05-2340,71020402,Male,Cyb561,56.0,coronal,ISH
3338,71392961,05-3085,73512190,Male,D930028M14Rik,56.0,coronal,ISH
3339,71392961,05-3085,73512185,Male,Hcn2,56.0,coronal,ISH
3340,71392961,05-3085,73512187,Male,Pcdhb9,56.0,coronal,ISH
3341,71392940,05-3080,72472806,Male,Gnai1,56.0,coronal,ISH
3342,71392940,05-3080,72472808,Male,Gpc2,56.0,coronal,ISH
3343,71392940,05-3080,72472805,Male,Gfra2,56.0,coronal,ISH
3344,70404787,05-2343,71063715,Male,Mapk8,56.0,coronal,ISH
3345,70404787,05-2343,71063725,Male,Sez6,56.0,coronal,ISH
3346,70404795,05-2347,71020433,Male,Opn3,56.0,coronal,ISH
3347,70404795,05-2347,71020445,Male,Rgs8,56.0,coronal,ISH
3348,69664852,05-1660,70436736,Male,Sema3e,56.0,coronal,ISH
3349,702808,2363,1595,Male,Med8,56.0,coronal,ISH
3350,71061993,05-2825,71836874,Male,Nmb,56.0,coronal,ISH
3351,71061993,05-2825,71836871,Male,Echdc2,56.0,coronal,ISH
3352,710944,310-1473,112648182,Male,Nkain4,56.0,coronal,ISH
3353,710949,310-1481,112650553,Male,Dhrs3,56.0,coronal,ISH
3354,71061912,05-2818,71836840,Male,Acat1,56.0,coronal,ISH
3355,71061912,05-2818,71836839,Male,Rnf144b,56.0,coronal,ISH
3356,71061887,05-2814,71836837,Male,Bcl11a,56.0,coronal,ISH
3357,71061887,05-2814,71836832,Male,Lppr2,56.0,coronal,ISH
3358,71035697,05-2800,71836806,Male,Id2,56.0,coronal,ISH
3359,71035725,05-2807,71836808,Male,Sostdc1,56.0,coronal,ISH
3360,71035669,05-2793,71836746,Male,Scd1,56.0,coronal,ISH
3361,70404811,05-2355,71064081,Male,B3galt2,56.0,coronal,ISH
